126,92,73
129,96,81
,,
120,88,76
126,86,77
122,90,77
109,84,68
123,86,75
120,84,78
101,76,84
97,72,81
120,93,71
,,
120,93,71
,,
111,81,74
118,86,73
122,84,73
123,82,65
120,86,69
124,84,81
,,
111,85,74
119,86,71
115,84,73
147,105,68
116,82,66
102,71,70
116,78,78
105,74,70
114,82,82
118,87,74
122,91,66
116,81,65
123,85,73
,,
115,80,77
109,76,76
119,91,73
110,79,67
,,
119,82,67
113,84,74
105,71,83
114,78,65
121,85,69
130,99,75
138,95,72
118,93,65
119,87,81
122,94,80
130,96,79
119,86,74
129,99,80
110,84,94
118,92,77
,,
135,95,75
,,
125,90,80
116,86,89
108,90,93
124,93,73
123,94,90
122,94,79
121,88,83
112,86,76
112,86,79
125,87,72
122,89,73
125,91,78
121,89,76
,,
123,94,78
124,96,82
135,99,72
134,96,73
122,93,69
120,88,84
123,93,81
128,90,75
113,84,76
123,90,73
,,
124,84,72
135,95,83
128,92,79
123,93,76
111,88,80
119,83,75
119,84,67
,,
129,95,78
122,94,87
123,97,75
127,94,84
118,92,73
127,93,77
118,82,70
124,94,69
125,95,76
136,100,81
134,98,75
122,90,82
117,84,70
119,88,81
125,91,71
123,92,72
,,
129,95,73
125,93,82
122,91,76
128,100,72
128,92,76
114,90,94
120,89,71
122,95,76
120,91,77
123,93,82
125,93,75
109,76,70
121,89,82
122,86,76
115,86,76
114,88,75
115,90,79
123,91,72
110,79,86
115,91,75
120,82,72
125,82,67
118,90,67
112,85,74
125,86,70
114,81,75
119,87,70
123,91,80
122,88,72
119,95,78
122,85,82
112,92,64
120,92,69
105,78,81
120,91,74
123,82,83
137,89,74
137,96,70
130,88,70
130,95,76
130,90,74
110,80,82
125,82,67
121,84,70
128,88,80
115,74,80
117,75,74
116,77,68
129,90,68
117,82,65
122,90,68
120,89,80
126,89,83
101,73,79
111,79,74
130,82,69
112,68,88
119,82,75
120,87,79
125,81,77
120,80,72
122,84,70
122,82,65
122,81,59
118,81,73
121,75,87
121,91,74
115,79,81
124,83,71
117,77,82
110,81,75
121,78,74
114,82,71
109,75,77
105,78,66
114,79,69
115,77,76
116,82,70
116,87,66
125,83,74
123,84,70
123,84,66
119,81,65
113,77,69
120,82,65
113,83,63
121,82,68
108,82,71
128,84,68
141,92,65
120,85,68
123,82,72
117,81,67
120,78,62
125,83,67
118,75,72
126,82,69
114,79,70
119,80,71
115,79,65
103,78,75
116,68,89
121,81,68
116,81,77
119,79,74
111,79,75
117,78,64
128,88,81
128,93,69
116,87,73
117,80,72
121,83,72
126,94,82
121,86,75
127,96,78
117,81,71
108,82,72
112,78,80
123,88,70
117,79,64
118,81,71
107,76,71
118,75,76
115,83,72
120,80,80
120,84,77
123,81,67
122,86,63
116,76,67
119,82,71
115,76,75
113,80,77
119,82,64
116,83,67
112,82,70
117,79,78
114,80,75
118,85,65
107,74,70
116,78,70
113,78,67
122,82,67
118,82,68
118,78,74
115,84,74
122,79,64
120,84,80
124,88,55
124,82,77
115,76,77
119,86,73
120,82,66
110,76,70
124,83,78
118,78,76
124,81,77
125,84,67
112,81,74
120,82,68
121,85,71
122,79,75
110,79,69
114,75,83
120,79,81
115,71,79
118,89,71
119,82,66
120,83,73
131,86,96
113,80,82
122,84,80
121,83,72
111,69,89
119,77,76
133,83,68
146,89,65
125,83,69
120,83,75
125,74,70
128,79,73
125,84,68
122,80,83
121,80,76
121,77,84
126,85,64
126,89,71
119,80,81
129,85,76
127,89,76
117,78,85
118,77,80
113,80,79
117,78,88
120,82,71
122,88,76
124,81,73
117,76,78
116,84,72
125,82,78
134,86,66
116,82,74
122,77,79
119,84,70
123,82,69
122,75,91
119,77,81
120,82,72
118,74,82
123,78,70
109,80,85
118,75,77
119,80,76
119,83,71
113,78,76
123,78,71
120,81,76
124,85,69
112,78,64
118,82,77
111,82,77
120,78,86
125,85,79
125,79,72
120,82,70
120,78,80
119,80,82
123,83,74
122,82,81
113,77,75
123,82,83
117,83,72
135,87,76
124,82,70
128,88,64
121,77,71
127,86,67
122,88,68
125,86,73
119,84,74
121,87,68
122,89,73
120,85,69
125,90,67
120,90,72
117,86,76
131,88,66
119,85,67
122,86,69
112,85,62
118,80,59
112,88,64
107,84,67
116,83,75
109,82,71
98,83,75
120,81,79
119,81,73
123,74,89
119,76,80
99,69,81
104,78,80
105,73,70
103,61,78
105,72,77
111,70,64
121,82,69
111,70,70
102,63,77
112,67,76
111,76,67
111,71,70
116,77,65
113,81,69
113,71,73
114,73,70
107,81,73
106,73,76
106,74,69
107,71,74
107,73,67
110,73,71
113,71,71
105,68,71
106,80,62
121,81,64
123,77,69
116,79,70
125,79,62
124,77,67
117,87,67
123,81,70
121,81,73
123,82,70
112,78,66
123,81,62
130,91,70
132,85,72
113,76,71
118,88,81
127,79,74
115,75,80
116,83,70
120,74,80
113,84,79
118,82,66
120,77,70
121,83,72
117,80,65
133,84,74
124,83,69
124,83,74
118,79,73
133,91,66
141,87,65
133,82,64
120,82,66
117,83,71
122,84,64
135,89,68
119,80,71
128,89,65
127,85,74
130,88,66
138,92,63
124,74,69
130,89,65
147,97,65
122,83,64
142,95,73
132,91,69
131,84,73
135,93,66
117,79,74
129,90,66
124,81,68
131,82,72
125,89,73
124,84,64
117,77,65
124,80,70
116,81,67
125,84,66
119,95,68
124,84,64
121,85,63
119,78,67
127,82,67
126,83,79
125,79,80
117,85,71
130,90,73
129,87,66
138,93,74
129,92,72
129,89,78
134,90,75
